model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
knn,ag,0.75,0.745,0.745,0.75,0.068,0.072,0.072,0.068,7.074,0.001,0.769,0.727,0.845,0.834,0.865,8e-06,original,40,6,2174.042634010315,0,8.832466240303896e-07,0.0015192031860351562,5.962739706039429
xgb,ag,0.962,0.962,0.962,0.962,0.031,0.031,0.031,0.031,4.887,2.657,0.825,0.798,0.889,0.885,0.898,2.2e-05,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0015192031860351562,5.962739706039429
rf,ag,0.962,0.962,0.962,0.962,0.05,0.051,0.051,0.05,19.478,0.51,0.822,0.798,0.89,0.886,0.912,3.2e-05,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0015192031860351562,5.962739706039429
svc,ag,0.938,0.937,0.937,0.938,0.04,0.04,0.04,0.04,5.724,0.004,0.791,0.733,0.844,0.83,0.878,1e-05,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0015192031860351562,5.962739706039429
logreg,ag,0.938,0.937,0.937,0.938,0.068,0.069,0.069,0.068,8.435,0.011,0.784,0.727,0.841,0.826,0.862,1e-06,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0015192031860351562,5.962739706039429
mlp,ag,0.838,0.836,0.836,0.838,0.064,0.065,0.065,0.064,10.948,6.314,0.77,0.693,0.812,0.789,0.863,0.00012,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0015192031860351562,5.962739706039429
naive_bayes,ag,0.688,0.672,0.672,0.688,0.04,0.037,0.037,0.04,5.827,0.001,0.764,0.634,0.746,0.706,0.85,3e-06,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0015192031860351562,5.962739706039429
knn,ag,0.8,0.796,0.796,0.8,0.073,0.077,0.077,0.073,4.311,0.001,0.741,0.727,0.853,0.848,0.861,3.7e-05,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0015192031860351562,5.962739706039429
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.36,0.068,0.209,0.096,0.085,0.097,0.102,1.8e-05,original,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21.709,0.632,0.206,0.149,0.187,0.152,0.127,3.1e-05,original,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.462,0.003,0.202,0.135,0.161,0.136,0.118,3e-06,original,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.825,0.007,0.204,0.13,0.152,0.131,0.115,0.0,original,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.024,0.129,0.264,0.213,0.282,0.225,0.181,1.5e-05,original,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
naive_bayes,lc,0.9,0.9,0.9,0.9,0.031,0.031,0.031,0.031,4.782,0.001,0.375,0.352,0.498,0.421,0.345,1e-06,original,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.984,0.001,0.254,0.173,0.208,0.176,0.162,8e-06,original,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.764,0.139,0.165,0.121,0.153,0.123,0.137,2.2e-05,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.687,0.526,0.193,0.102,0.103,0.102,0.103,3.1e-05,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.323,0.004,0.231,0.172,0.219,0.178,0.14,8e-06,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.054,0.005,0.221,0.172,0.225,0.179,0.142,1e-06,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.52,0.149,0.285,0.231,0.306,0.247,0.201,5.7e-05,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
naive_bayes,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,5.973,0.001,0.205,0.22,0.336,0.256,0.177,2e-06,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.606,0.001,0.254,0.202,0.265,0.212,0.177,1.8e-05,latent,40,6,2174.042634010315,0,8.832466240303896e-07,0.0016982555389404297,10.291965246200562
xgb,random,0.85,0.848,0.848,0.85,0.064,0.065,0.065,0.064,5.468,0.333,0.821,0.733,0.836,0.817,0.882,1.8e-05,original,40,7,,,,,
rf,random,0.788,0.784,0.784,0.788,0.085,0.088,0.088,0.085,21.967,0.493,0.793,0.685,0.796,0.766,0.864,8e-05,original,40,7,,,,,
svc,random,0.762,0.748,0.748,0.762,0.073,0.095,0.095,0.073,8.987,0.005,0.775,0.769,0.878,0.877,0.12,7e-06,original,40,7,,,,,
logreg,random,0.738,0.727,0.727,0.738,0.092,0.109,0.109,0.092,7.631,0.006,0.814,0.735,0.84,0.822,0.885,0.0,original,40,7,,,,,
mlp,random,0.712,0.703,0.703,0.712,0.116,0.127,0.127,0.116,8.6,0.063,0.736,0.631,0.753,0.716,0.808,1.2e-05,original,40,7,,,,,
naive_bayes,random,0.562,0.543,0.543,0.562,0.119,0.119,0.119,0.119,7.842,0.002,0.586,0.387,0.442,0.397,0.662,2e-06,original,40,7,,,,,
knn,random,0.775,0.77,0.77,0.775,0.109,0.115,0.115,0.109,4.241,0.001,0.756,0.702,0.825,0.809,0.838,0.000123,original,40,7,,,,,
xgb,k-means,0.962,0.962,0.962,0.962,0.05,0.051,0.051,0.05,6.385,1.114,0.811,0.801,0.894,0.893,0.887,2.2e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
rf,k-means,0.925,0.925,0.925,0.925,0.061,0.062,0.062,0.061,19.862,0.49,0.786,0.7,0.814,0.791,0.867,3.1e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
svc,k-means,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,5.054,0.003,0.82,0.802,0.893,0.891,0.902,4e-06,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
logreg,k-means,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,5.837,0.011,0.8,0.801,0.896,0.896,0.898,0.0,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
mlp,k-means,0.925,0.924,0.924,0.925,0.073,0.073,0.073,0.073,9.134,0.159,0.803,0.753,0.858,0.848,0.878,7e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
naive_bayes,k-means,0.725,0.724,0.724,0.725,0.135,0.135,0.135,0.135,6.041,0.001,0.653,0.548,0.675,0.623,0.704,1e-06,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
knn,k-means,0.875,0.875,0.875,0.875,0.112,0.112,0.112,0.112,4.961,0.001,0.789,0.734,0.846,0.832,0.886,0.000129,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
xgb,k-means,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,8.736,1.061,0.814,0.801,0.893,0.891,0.878,2.1e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
rf,k-means,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,16.466,0.31,0.812,0.801,0.894,0.892,0.895,1.2e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
svc,k-means,0.912,0.912,0.912,0.912,0.031,0.031,0.031,0.031,5.735,0.007,0.814,0.748,0.852,0.838,0.87,9e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
logreg,k-means,0.95,0.95,0.95,0.95,0.047,0.047,0.047,0.047,5.843,0.111,0.768,0.742,0.858,0.851,0.854,1e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
mlp,k-means,0.7,0.698,0.698,0.7,0.1,0.101,0.101,0.1,6.516,0.183,0.752,0.68,0.804,0.78,0.828,8.7e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
naive_bayes,k-means,0.85,0.843,0.843,0.85,0.129,0.135,0.135,0.129,7.839,0.001,0.742,0.583,0.686,0.637,0.777,2e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
knn,k-means,0.75,0.741,0.741,0.75,0.056,0.063,0.063,0.056,7.139,0.001,0.729,0.666,0.797,0.774,0.794,2.8e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.001531362533569336,0.5443310737609863
xgb,k-center,0.738,0.729,0.729,0.738,0.047,0.053,0.053,0.047,7.681,0.539,0.803,0.78,0.88,0.876,0.884,1.8e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
rf,k-center,0.675,0.662,0.662,0.675,0.061,0.075,0.075,0.061,16.381,0.285,0.829,0.773,0.869,0.859,0.888,1.6e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
svc,k-center,0.562,0.529,0.529,0.562,0.079,0.089,0.089,0.079,5.838,0.004,0.538,0.301,0.315,0.302,0.346,1.2e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
logreg,k-center,0.562,0.543,0.543,0.562,0.097,0.111,0.111,0.097,7.232,0.107,0.485,0.147,0.069,0.162,0.629,1e-06,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
mlp,k-center,0.438,0.416,0.416,0.438,0.088,0.097,0.097,0.088,7.311,0.101,0.569,0.334,0.36,0.337,0.754,2.3e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
naive_bayes,k-center,0.462,0.409,0.409,0.462,0.085,0.105,0.105,0.085,7.675,0.001,0.505,0.179,0.117,0.189,0.552,2e-06,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
knn,k-center,0.538,0.51,0.51,0.538,0.085,0.093,0.093,0.085,6.305,0.001,0.585,0.326,0.34,0.327,0.712,8e-06,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
xgb,k-center,0.65,0.632,0.632,0.65,0.031,0.042,0.042,0.031,7.939,0.274,0.732,0.564,0.663,0.612,0.856,1.7e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
rf,k-center,0.588,0.583,0.583,0.588,0.109,0.109,0.109,0.109,17.457,0.335,0.713,0.539,0.635,0.581,0.863,2.1e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
svc,k-center,0.562,0.462,0.462,0.562,0.056,0.106,0.106,0.056,7.546,0.004,0.5,0.135,0.043,0.156,0.493,1.3e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
logreg,k-center,0.5,0.479,0.479,0.5,0.105,0.111,0.111,0.105,4.387,0.006,0.489,0.145,0.064,0.161,0.556,1e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
mlp,k-center,0.45,0.43,0.43,0.45,0.092,0.085,0.085,0.092,7.474,0.602,0.54,0.254,0.234,0.255,0.582,6.7e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
naive_bayes,k-center,0.575,0.574,0.574,0.575,0.083,0.083,0.083,0.083,6.578,0.001,0.564,0.281,0.271,0.281,0.718,2e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
knn,k-center,0.525,0.495,0.495,0.525,0.116,0.123,0.123,0.116,8.332,0.001,0.505,0.178,0.116,0.188,0.529,0.000149,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0022776126861572266,0.11899065971374512
xgb,ag,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,7.724,0.473,0.825,0.805,0.894,0.891,0.889,1.8e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
rf,ag,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,18.875,0.402,0.769,0.686,0.804,0.779,0.857,5.4e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
svc,ag,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,6.792,0.004,0.803,0.792,0.889,0.887,0.904,6e-06,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
logreg,ag,0.95,0.95,0.95,0.95,0.025,0.025,0.025,0.025,7.012,0.011,0.803,0.801,0.896,0.895,0.902,0.0,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
mlp,ag,0.888,0.887,0.887,0.888,0.073,0.073,0.073,0.073,5.728,0.192,0.8,0.715,0.824,0.803,0.879,7.7e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
naive_bayes,ag,0.712,0.708,0.708,0.712,0.116,0.121,0.121,0.116,7.3,0.001,0.67,0.549,0.669,0.616,0.677,1e-06,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
knn,ag,0.912,0.911,0.911,0.912,0.05,0.053,0.053,0.05,5.234,0.001,0.795,0.742,0.851,0.839,0.883,0.000125,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
xgb,ag,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,4.371,1.242,0.825,0.805,0.894,0.891,0.896,3e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
rf,ag,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,20.624,0.167,0.807,0.797,0.892,0.891,0.891,1.1e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
svc,ag,0.912,0.912,0.912,0.912,0.031,0.03,0.03,0.031,6.464,0.007,0.787,0.727,0.839,0.824,0.873,1e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
logreg,ag,0.888,0.887,0.887,0.888,0.047,0.047,0.047,0.047,5.023,0.114,0.791,0.756,0.864,0.856,0.875,1e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
mlp,ag,0.688,0.675,0.675,0.688,0.079,0.094,0.094,0.079,7.483,5.39,0.763,0.675,0.794,0.766,0.829,7.2e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
naive_bayes,ag,0.8,0.786,0.786,0.8,0.108,0.128,0.128,0.108,7.511,0.002,0.755,0.59,0.692,0.643,0.784,3e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
knn,ag,0.788,0.786,0.786,0.788,0.094,0.093,0.093,0.094,8.691,0.001,0.725,0.647,0.777,0.748,0.785,4.3e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0019123554229736328,5.671900510787964
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.584,0.09,0.214,0.109,0.107,0.109,0.093,1.7e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
rf,lc,0.962,0.962,0.962,0.962,0.031,0.031,0.031,0.031,16.977,0.149,0.263,0.126,0.117,0.127,0.146,1e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.788,0.005,0.288,0.155,0.158,0.155,0.786,1e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.165,0.007,0.293,0.121,0.094,0.122,0.114,0.0,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.077,4.123,0.223,0.153,0.186,0.156,0.145,8.5e-05,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
naive_bayes,lc,0.85,0.849,0.849,0.85,0.085,0.086,0.086,0.085,7.283,0.001,0.319,0.314,0.46,0.38,0.305,1e-06,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.671,0.001,0.268,0.132,0.125,0.132,0.191,0.000125,original,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.998,0.935,0.247,0.11,0.094,0.111,0.133,2.3e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.923,0.145,0.236,0.12,0.117,0.12,0.131,1.2e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.911,0.006,0.24,0.2,0.271,0.213,0.179,7e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.098,0.007,0.236,0.201,0.274,0.215,0.177,1e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
mlp,lc,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,7.544,0.18,0.295,0.261,0.36,0.289,0.223,7.5e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
naive_bayes,lc,0.912,0.909,0.909,0.912,0.094,0.099,0.099,0.094,4.674,0.001,0.19,0.198,0.298,0.224,0.139,2e-06,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
knn,lc,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,6.361,0.001,0.31,0.252,0.334,0.271,0.254,2.4e-05,latent,40,7,228.9174075126648,0,8.585604072702116e-07,0.0016739368438720703,16.711262464523315
xgb,random,0.825,0.824,0.824,0.825,0.073,0.074,0.074,0.073,9.054,0.167,0.803,0.74,0.847,0.833,0.875,1.7e-05,original,40,8,,,,,
rf,random,0.8,0.798,0.798,0.8,0.047,0.048,0.048,0.047,19.292,0.418,0.805,0.75,0.855,0.843,0.885,3.3e-05,original,40,8,,,,,
svc,random,0.75,0.738,0.738,0.75,0.097,0.104,0.104,0.097,7.782,0.004,0.774,0.74,0.855,0.846,0.857,8e-06,original,40,8,,,,,
logreg,random,0.788,0.786,0.786,0.788,0.031,0.031,0.031,0.031,7.259,0.006,0.793,0.741,0.851,0.839,0.866,0.0,original,40,8,,,,,
mlp,random,0.775,0.774,0.774,0.775,0.064,0.063,0.063,0.064,8.247,0.128,0.754,0.671,0.793,0.766,0.836,2.7e-05,original,40,8,,,,,
naive_bayes,random,0.65,0.634,0.634,0.65,0.102,0.101,0.101,0.102,8.778,0.002,0.662,0.61,0.76,0.732,0.699,2e-06,original,40,8,,,,,
knn,random,0.725,0.716,0.716,0.725,0.05,0.05,0.05,0.05,7.013,0.001,0.738,0.704,0.833,0.822,0.801,0.000123,original,40,8,,,,,
xgb,k-means,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,8.499,0.139,0.819,0.795,0.889,0.885,0.885,1.7e-05,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
rf,k-means,0.912,0.912,0.912,0.912,0.05,0.051,0.051,0.05,21.743,0.311,0.778,0.715,0.831,0.813,0.856,2.7e-05,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
svc,k-means,0.875,0.875,0.875,0.875,0.112,0.112,0.112,0.112,7.832,0.004,0.83,0.805,0.894,0.89,0.89,7e-06,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
logreg,k-means,0.888,0.887,0.887,0.888,0.073,0.073,0.073,0.073,8.066,0.097,0.804,0.769,0.872,0.865,0.885,1e-06,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
mlp,k-means,0.862,0.862,0.862,0.862,0.073,0.073,0.073,0.073,8.475,0.153,0.805,0.75,0.855,0.843,0.889,6.7e-05,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
naive_bayes,k-means,0.638,0.618,0.618,0.638,0.155,0.168,0.168,0.155,5.626,0.002,0.666,0.6,0.745,0.71,0.725,2e-06,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
knn,k-means,0.838,0.836,0.836,0.838,0.064,0.065,0.065,0.064,4.678,0.001,0.771,0.714,0.832,0.816,0.854,0.00012,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
xgb,k-means,0.938,0.937,0.937,0.938,0.056,0.056,0.056,0.056,6.413,5.066,0.816,0.797,0.89,0.887,0.896,1.8e-05,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
rf,k-means,0.938,0.937,0.937,0.938,0.04,0.04,0.04,0.04,18.81,0.36,0.819,0.8,0.892,0.889,0.898,1.9e-05,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
svc,k-means,0.888,0.886,0.886,0.888,0.1,0.101,0.101,0.1,7.108,0.005,0.82,0.75,0.852,0.837,0.892,7e-06,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
logreg,k-means,0.888,0.886,0.886,0.888,0.092,0.093,0.093,0.092,7.033,0.009,0.798,0.748,0.855,0.843,0.887,1e-06,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
mlp,k-means,0.812,0.808,0.808,0.812,0.088,0.092,0.092,0.088,9.114,0.164,0.792,0.74,0.85,0.837,0.881,0.00011,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
naive_bayes,k-means,0.825,0.819,0.819,0.825,0.047,0.052,0.052,0.047,4.564,0.001,0.794,0.68,0.79,0.76,0.859,3e-06,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
knn,k-means,0.825,0.82,0.82,0.825,0.073,0.077,0.077,0.073,5.688,0.001,0.766,0.726,0.844,0.833,0.852,5.3e-05,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0016913414001464844,0.7727134227752686
xgb,k-center,0.775,0.774,0.774,0.775,0.135,0.135,0.135,0.135,7.835,0.395,0.693,0.507,0.594,0.539,0.778,1.8e-05,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
rf,k-center,0.738,0.735,0.735,0.738,0.083,0.085,0.085,0.083,16.437,0.476,0.764,0.619,0.727,0.684,0.867,3.3e-05,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
svc,k-center,0.588,0.55,0.55,0.588,0.064,0.067,0.067,0.064,7.648,0.005,0.668,0.523,0.629,0.573,0.279,1e-05,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
logreg,k-center,0.612,0.61,0.61,0.612,0.092,0.091,0.091,0.092,6.482,0.007,0.53,0.274,0.272,0.274,0.732,0.0,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
mlp,k-center,0.575,0.571,0.571,0.575,0.061,0.062,0.062,0.061,8.571,0.155,0.677,0.505,0.597,0.541,0.786,5.5e-05,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
naive_bayes,k-center,0.45,0.4,0.4,0.45,0.047,0.072,0.072,0.047,4.474,0.001,0.507,0.16,0.083,0.174,0.556,1e-06,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
knn,k-center,0.55,0.546,0.546,0.55,0.108,0.11,0.11,0.108,8.445,0.001,0.704,0.655,0.795,0.774,0.763,5e-05,original,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
xgb,k-center,0.712,0.712,0.712,0.712,0.031,0.031,0.031,0.031,5.096,0.702,0.746,0.63,0.748,0.709,0.831,1.9e-05,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
rf,k-center,0.75,0.749,0.749,0.75,0.088,0.088,0.088,0.088,21.148,0.562,0.834,0.798,0.888,0.882,0.886,3e-05,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
svc,k-center,0.6,0.555,0.555,0.6,0.085,0.12,0.12,0.085,3.62,0.004,0.504,0.157,0.08,0.172,0.207,2.3e-05,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
logreg,k-center,0.55,0.546,0.546,0.55,0.133,0.135,0.135,0.133,10.113,1.744,0.624,0.433,0.503,0.451,0.664,1e-06,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
mlp,k-center,0.488,0.474,0.474,0.488,0.108,0.111,0.111,0.108,6.174,0.059,0.678,0.518,0.617,0.56,0.764,7e-05,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
naive_bayes,k-center,0.612,0.605,0.605,0.612,0.1,0.101,0.101,0.1,5.338,0.001,0.58,0.319,0.33,0.32,0.751,3e-06,latent,40,8,1548.1575527191162,0,7.672493357029737e-07,0.0014944076538085938,0.10718894004821777
