model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
rf,k-means,0.87,0.868,0.868,0.87,0.051,0.052,0.052,0.051,17.125,0.27,0.764,0.67,0.715,0.693,0.851,7e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
svc,k-means,0.83,0.823,0.823,0.83,0.075,0.085,0.085,0.075,7.088,0.003,0.8,0.737,0.787,0.771,0.878,7e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
logreg,k-means,0.82,0.817,0.817,0.82,0.051,0.052,0.052,0.051,7.478,0.006,0.791,0.747,0.801,0.79,0.876,7e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
mlp,k-means,0.75,0.743,0.743,0.75,0.032,0.033,0.033,0.032,7.879,1.067,0.807,0.759,0.81,0.799,0.889,2.3e-05,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
naive_bayes,k-means,0.67,0.651,0.651,0.67,0.068,0.073,0.073,0.068,6.948,0.002,0.697,0.61,0.659,0.633,0.703,1e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
knn,k-means,0.82,0.816,0.816,0.82,0.068,0.071,0.071,0.068,7.982,0.001,0.777,0.706,0.756,0.737,0.869,2.9e-05,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
xgb,k-means,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,7.151,0.045,0.681,0.555,0.584,0.562,0.797,4e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
rf,k-means,0.95,0.95,0.95,0.95,0.045,0.045,0.045,0.045,28.433,0.518,0.744,0.684,0.741,0.722,0.831,1.3e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
svc,k-means,0.81,0.808,0.808,0.81,0.049,0.05,0.05,0.049,7.434,0.005,0.788,0.722,0.773,0.757,0.874,1e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
logreg,k-means,0.83,0.828,0.828,0.83,0.04,0.04,0.04,0.04,7.306,0.007,0.792,0.736,0.788,0.773,0.881,1e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
mlp,k-means,0.73,0.725,0.725,0.73,0.068,0.066,0.066,0.068,4.702,0.123,0.798,0.756,0.809,0.799,0.886,1.5e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
naive_bayes,k-means,0.82,0.819,0.819,0.82,0.087,0.087,0.087,0.087,6.921,0.002,0.652,0.665,0.766,0.778,0.786,2e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
knn,k-means,0.8,0.798,0.798,0.8,0.063,0.063,0.063,0.063,7.583,0.001,0.789,0.739,0.792,0.779,0.871,1.3e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015382766723632812,1.1563901901245117
xgb,k-center,0.62,0.619,0.619,0.62,0.04,0.04,0.04,0.04,7.261,0.018,0.708,0.684,0.756,0.745,0.784,4e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
rf,k-center,0.63,0.628,0.628,0.63,0.051,0.051,0.051,0.051,12.84,0.155,0.74,0.634,0.675,0.651,0.828,5e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
svc,k-center,0.66,0.659,0.659,0.66,0.097,0.097,0.097,0.097,7.554,0.004,0.65,0.488,0.496,0.489,0.815,1.1e-05,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
logreg,k-center,0.65,0.646,0.646,0.65,0.095,0.091,0.091,0.095,6.008,0.008,0.673,0.538,0.561,0.542,0.796,1.1e-05,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
mlp,k-center,0.6,0.597,0.597,0.6,0.032,0.032,0.032,0.032,7.336,1.704,0.713,0.595,0.631,0.607,0.824,9e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
naive_bayes,k-center,0.54,0.519,0.519,0.54,0.073,0.082,0.082,0.073,5.107,0.002,0.52,0.26,0.191,0.285,0.652,1e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
knn,k-center,0.59,0.584,0.584,0.59,0.073,0.072,0.072,0.073,5.991,0.001,0.694,0.584,0.622,0.597,0.761,4e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
xgb,k-center,0.69,0.687,0.687,0.69,0.066,0.066,0.066,0.066,8.338,0.072,0.62,0.511,0.545,0.52,0.695,4e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
rf,k-center,0.62,0.616,0.616,0.62,0.051,0.054,0.054,0.051,16.947,0.16,0.686,0.562,0.593,0.57,0.789,6e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
svc,k-center,0.61,0.555,0.555,0.61,0.02,0.046,0.046,0.02,6.808,0.007,0.538,0.507,0.698,0.779,0.488,1.2e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
logreg,k-center,0.65,0.645,0.645,0.65,0.105,0.109,0.109,0.105,6.798,0.008,0.613,0.445,0.444,0.445,0.761,5e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
mlp,k-center,0.58,0.565,0.565,0.58,0.051,0.055,0.055,0.051,8.338,0.142,0.641,0.505,0.525,0.508,0.738,1.3e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
naive_bayes,k-center,0.56,0.55,0.55,0.56,0.08,0.079,0.079,0.08,4.998,0.002,0.688,0.592,0.636,0.609,0.777,2e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
knn,k-center,0.55,0.543,0.543,0.55,0.084,0.082,0.082,0.084,7.264,0.001,0.631,0.523,0.557,0.532,0.668,1.5e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0015177726745605469,0.4103877544403076
xgb,ag,0.88,0.88,0.88,0.88,0.024,0.025,0.025,0.024,4.514,0.04,0.716,0.68,0.747,0.732,0.778,3e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
rf,ag,0.88,0.879,0.879,0.88,0.024,0.025,0.025,0.024,14.666,0.17,0.757,0.679,0.729,0.708,0.837,5e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
svc,ag,0.84,0.837,0.837,0.84,0.058,0.061,0.061,0.058,4.157,0.005,0.787,0.734,0.787,0.773,0.868,7e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
logreg,ag,0.85,0.848,0.848,0.85,0.055,0.057,0.057,0.055,7.564,0.011,0.773,0.73,0.787,0.774,0.856,7e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
mlp,ag,0.8,0.798,0.798,0.8,0.032,0.033,0.033,0.032,8.027,5.036,0.786,0.737,0.791,0.778,0.871,1.2e-05,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
naive_bayes,ag,0.54,0.49,0.49,0.54,0.066,0.085,0.085,0.066,4.144,0.001,0.627,0.549,0.599,0.57,0.649,2e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
knn,ag,0.87,0.866,0.866,0.87,0.087,0.092,0.092,0.087,4.666,0.001,0.782,0.713,0.764,0.746,0.858,2.2e-05,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
xgb,ag,0.92,0.92,0.92,0.92,0.051,0.051,0.051,0.051,4.785,0.067,0.703,0.672,0.744,0.73,0.784,5e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
rf,ag,0.88,0.879,0.879,0.88,0.04,0.041,0.041,0.04,15.509,0.216,0.737,0.709,0.776,0.765,0.824,6e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
svc,ag,0.8,0.797,0.797,0.8,0.063,0.067,0.067,0.063,7.484,0.009,0.783,0.756,0.814,0.806,0.126,1.1e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
logreg,ag,0.8,0.798,0.798,0.8,0.105,0.106,0.106,0.105,7.201,0.008,0.773,0.729,0.786,0.773,0.864,7e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
mlp,ag,0.73,0.726,0.726,0.73,0.093,0.096,0.096,0.093,7.588,1.248,0.785,0.734,0.788,0.774,0.872,1.1e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
naive_bayes,ag,0.86,0.86,0.86,0.86,0.037,0.037,0.037,0.037,6.23,0.002,0.684,0.702,0.794,0.807,0.822,2e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
knn,ag,0.79,0.787,0.787,0.79,0.097,0.098,0.098,0.097,4.033,0.001,0.791,0.709,0.756,0.737,0.866,3.8e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.0016009807586669922,115.19559597969055
xgb,lc,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,5.307,0.033,0.24,0.262,0.368,0.318,0.14,5e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
rf,lc,0.96,0.96,0.96,0.96,0.02,0.02,0.02,0.02,16.849,0.449,0.245,0.248,0.319,0.272,0.142,1.7e-05,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.411,0.003,0.211,0.189,0.221,0.193,0.117,3e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.626,0.006,0.211,0.192,0.228,0.198,0.119,7e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
mlp,lc,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,9.199,1.795,0.215,0.204,0.249,0.213,0.124,1.7e-05,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
naive_bayes,lc,0.95,0.95,0.95,0.95,0.063,0.064,0.064,0.063,5.747,0.002,0.255,0.26,0.337,0.29,0.197,1e-06,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.072,0.001,0.212,0.209,0.262,0.222,0.145,2.8e-05,original,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
xgb,lc,0.96,0.96,0.96,0.96,0.02,0.02,0.02,0.02,4.01,0.062,0.235,0.248,0.332,0.282,0.14,4e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
rf,lc,0.96,0.96,0.96,0.96,0.02,0.02,0.02,0.02,20.461,1.012,0.239,0.251,0.334,0.285,0.145,2.5e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
svc,lc,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,4.993,0.005,0.206,0.18,0.207,0.183,0.118,5e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
logreg,lc,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,3.995,0.006,0.209,0.201,0.247,0.211,0.122,9e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
mlp,lc,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,7.95,0.112,0.219,0.21,0.258,0.22,0.13,1.7e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
naive_bayes,lc,0.96,0.96,0.96,0.96,0.049,0.049,0.049,0.049,7.02,0.002,0.293,0.192,0.176,0.193,0.214,2e-06,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
knn,lc,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,7.75,0.001,0.224,0.231,0.3,0.254,0.173,2.7e-05,latent,50,8,3191.197702407837,0,8.470186542943424e-07,0.002526521682739258,11.073757410049438
xgb,random,0.79,0.789,0.789,0.79,0.097,0.097,0.097,0.097,5.313,0.031,0.783,0.709,0.759,0.74,0.847,5e-06,original,50,9,,,,,
rf,random,0.77,0.769,0.769,0.77,0.163,0.163,0.163,0.163,18.963,0.374,0.779,0.7,0.749,0.729,0.857,1.4e-05,original,50,9,,,,,
svc,random,0.8,0.799,0.799,0.8,0.134,0.134,0.134,0.134,6.064,0.006,0.781,0.692,0.738,0.717,0.862,9e-06,original,50,9,,,,,
logreg,random,0.81,0.809,0.809,0.81,0.12,0.121,0.121,0.12,4.673,0.007,0.792,0.713,0.761,0.742,0.866,8e-06,original,50,9,,,,,
mlp,random,0.78,0.779,0.779,0.78,0.117,0.118,0.118,0.117,4.981,1.514,0.791,0.715,0.763,0.745,0.867,2.4e-05,original,50,9,,,,,
naive_bayes,random,0.67,0.653,0.653,0.67,0.093,0.101,0.101,0.093,5.593,0.002,0.587,0.433,0.437,0.433,0.656,1e-06,original,50,9,,,,,
knn,random,0.79,0.788,0.788,0.79,0.116,0.116,0.116,0.116,6.298,0.001,0.767,0.69,0.74,0.72,0.839,1.1e-05,original,50,9,,,,,
xgb,k-means,0.92,0.92,0.92,0.92,0.068,0.068,0.068,0.068,6.572,0.022,0.713,0.666,0.73,0.711,0.807,3e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
rf,k-means,0.9,0.899,0.899,0.9,0.045,0.046,0.046,0.045,18.283,0.226,0.756,0.71,0.769,0.754,0.84,6e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
svc,k-means,0.85,0.848,0.848,0.85,0.063,0.065,0.065,0.063,6.932,0.005,0.787,0.735,0.788,0.774,0.871,1e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
logreg,k-means,0.87,0.869,0.869,0.87,0.093,0.094,0.094,0.093,6.78,0.009,0.765,0.709,0.764,0.748,0.847,8e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
mlp,k-means,0.81,0.808,0.808,0.81,0.08,0.081,0.081,0.08,8.31,1.513,0.8,0.748,0.8,0.787,0.881,1e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
naive_bayes,k-means,0.72,0.713,0.713,0.72,0.051,0.057,0.057,0.051,7.418,0.001,0.734,0.689,0.751,0.735,0.779,2e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
knn,k-means,0.82,0.818,0.818,0.82,0.068,0.069,0.069,0.068,8.22,0.001,0.79,0.746,0.801,0.789,0.856,1.7e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
xgb,k-means,0.93,0.93,0.93,0.93,0.051,0.051,0.051,0.051,6.064,0.058,0.708,0.642,0.7,0.676,0.75,2e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
rf,k-means,0.89,0.89,0.89,0.89,0.037,0.038,0.038,0.037,15.85,0.123,0.701,0.688,0.766,0.759,0.788,4e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
svc,k-means,0.82,0.813,0.813,0.82,0.081,0.09,0.09,0.081,11.187,0.005,0.789,0.712,0.76,0.741,0.873,2.2e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
logreg,k-means,0.81,0.808,0.808,0.81,0.073,0.074,0.074,0.073,6.196,0.006,0.798,0.748,0.8,0.788,0.883,9e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
mlp,k-means,0.77,0.769,0.769,0.77,0.103,0.104,0.104,0.103,7.799,0.122,0.796,0.758,0.812,0.802,0.878,1e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
naive_bayes,k-means,0.8,0.797,0.797,0.8,0.084,0.084,0.084,0.084,7.533,0.001,0.697,0.681,0.758,0.75,0.785,1e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
knn,k-means,0.85,0.85,0.85,0.85,0.071,0.071,0.071,0.071,3.97,0.001,0.795,0.747,0.8,0.788,0.873,1.8e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0015020370483398438,0.9140791893005371
xgb,k-center,0.75,0.75,0.75,0.75,0.055,0.055,0.055,0.055,7.394,0.147,0.557,0.322,0.274,0.335,0.753,4e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
rf,k-center,0.71,0.706,0.706,0.71,0.107,0.11,0.11,0.107,17.168,0.326,0.67,0.511,0.522,0.512,0.842,1e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
svc,k-center,0.65,0.641,0.641,0.65,0.063,0.07,0.07,0.063,7.399,0.006,0.682,0.535,0.555,0.538,0.833,9e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
logreg,k-center,0.65,0.646,0.646,0.65,0.084,0.085,0.085,0.084,7.312,0.006,0.723,0.709,0.782,0.776,0.826,1e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
mlp,k-center,0.6,0.597,0.597,0.6,0.063,0.064,0.064,0.063,7.745,1.23,0.725,0.612,0.65,0.626,0.831,1.3e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
naive_bayes,k-center,0.56,0.543,0.543,0.56,0.092,0.086,0.086,0.092,5.842,0.001,0.546,0.318,0.271,0.329,0.549,1e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
knn,k-center,0.68,0.675,0.675,0.68,0.04,0.04,0.04,0.04,8.35,0.001,0.674,0.536,0.559,0.54,0.764,2.7e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
xgb,k-center,0.67,0.665,0.665,0.67,0.068,0.071,0.071,0.068,8.096,0.048,0.629,0.505,0.531,0.51,0.698,4e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
rf,k-center,0.68,0.676,0.676,0.68,0.081,0.085,0.085,0.081,19.324,0.385,0.706,0.581,0.612,0.59,0.817,1.4e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
svc,k-center,0.64,0.61,0.61,0.64,0.08,0.095,0.095,0.08,7.184,0.007,0.648,0.67,0.779,0.802,0.66,1.2e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
logreg,k-center,0.62,0.616,0.616,0.62,0.051,0.054,0.054,0.051,5.24,0.006,0.733,0.633,0.676,0.651,0.83,7e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
mlp,k-center,0.51,0.501,0.501,0.51,0.08,0.074,0.074,0.08,8.45,0.158,0.664,0.539,0.567,0.545,0.766,1.5e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
naive_bayes,k-center,0.58,0.566,0.566,0.58,0.068,0.077,0.077,0.068,3.784,0.001,0.764,0.677,0.724,0.702,0.848,2e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
knn,k-center,0.66,0.653,0.653,0.66,0.058,0.061,0.061,0.058,7.329,0.001,0.663,0.525,0.546,0.528,0.74,1.3e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016405582427978516,0.40429067611694336
xgb,ag,0.92,0.917,0.917,0.92,0.087,0.094,0.094,0.087,8.114,0.057,0.669,0.657,0.741,0.733,0.743,2e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
rf,ag,0.91,0.907,0.907,0.91,0.097,0.103,0.103,0.097,16.012,0.289,0.738,0.704,0.769,0.757,0.824,9e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
svc,ag,0.82,0.818,0.818,0.82,0.133,0.133,0.133,0.133,6.102,0.004,0.685,0.644,0.713,0.694,0.751,6e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
logreg,ag,0.83,0.828,0.828,0.83,0.108,0.109,0.109,0.108,8.695,0.441,0.757,0.683,0.735,0.715,0.836,8e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
mlp,ag,0.72,0.716,0.716,0.72,0.103,0.106,0.106,0.103,6.325,1.474,0.797,0.743,0.795,0.782,0.878,1.5e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
naive_bayes,ag,0.57,0.542,0.542,0.57,0.136,0.143,0.143,0.136,7.123,0.002,0.681,0.538,0.559,0.542,0.75,1e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
knn,ag,0.81,0.805,0.805,0.81,0.111,0.114,0.114,0.111,8.267,0.001,0.769,0.728,0.786,0.774,0.856,1e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
xgb,ag,0.91,0.906,0.906,0.91,0.092,0.098,0.098,0.092,4.037,0.032,0.682,0.675,0.759,0.755,0.765,3e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
rf,ag,0.9,0.898,0.898,0.9,0.055,0.058,0.058,0.055,18.453,0.122,0.658,0.659,0.752,0.753,0.76,4e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
svc,ag,0.8,0.792,0.792,0.8,0.1,0.107,0.107,0.1,7.577,0.006,0.793,0.752,0.806,0.796,0.5,1.1e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
logreg,ag,0.81,0.803,0.803,0.81,0.086,0.094,0.094,0.086,7.155,0.006,0.798,0.748,0.8,0.787,0.88,9e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
mlp,ag,0.68,0.673,0.673,0.68,0.068,0.07,0.07,0.068,10.295,1.589,0.783,0.745,0.802,0.791,0.866,1.7e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
naive_bayes,ag,0.67,0.664,0.664,0.67,0.136,0.137,0.137,0.136,7.087,0.001,0.714,0.721,0.8,0.803,0.827,1e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
knn,ag,0.79,0.785,0.785,0.79,0.058,0.061,0.061,0.058,7.415,0.001,0.779,0.744,0.801,0.791,0.864,4.2e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0016939640045166016,115.84869432449341
xgb,lc,0.98,0.98,0.98,0.98,0.04,0.04,0.04,0.04,7.979,0.05,0.262,0.286,0.422,0.381,0.14,4e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
rf,lc,0.98,0.98,0.98,0.98,0.04,0.04,0.04,0.04,16.084,0.104,0.228,0.243,0.328,0.278,0.137,6e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.385,0.004,0.207,0.208,0.266,0.224,0.12,3e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.632,0.007,0.208,0.196,0.238,0.204,0.119,6e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.241,4.688,0.206,0.21,0.272,0.228,0.119,1.4e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
naive_bayes,lc,0.95,0.95,0.95,0.95,0.032,0.032,0.032,0.032,5.886,0.002,0.24,0.252,0.336,0.287,0.181,1e-06,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.769,0.001,0.217,0.223,0.291,0.245,0.175,3.1e-05,original,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
xgb,lc,0.98,0.98,0.98,0.98,0.04,0.04,0.04,0.04,4.884,0.264,0.215,0.228,0.304,0.256,0.131,4e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
rf,lc,0.98,0.98,0.98,0.98,0.04,0.04,0.04,0.04,28.539,0.202,0.231,0.247,0.335,0.285,0.139,1e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.676,0.019,0.23,0.185,0.201,0.186,0.875,1.2e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.676,0.006,0.222,0.187,0.209,0.189,0.122,8e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.174,0.184,0.217,0.225,0.296,0.249,0.128,2.4e-05,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
naive_bayes,lc,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,7.106,0.001,0.307,0.193,0.17,0.195,0.223,2e-06,latent,50,9,3146.8923399448395,0,5.528748782573781e-07,0.0019257068634033203,11.278121709823608
