model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
naive_bayes,lc,0.992,0.991,0.991,0.991,0.017,0.017,0.017,0.017,2.788,0.001,0.352,0.194,0.158,0.199,0.345,1e-06,original,0.01,5,0,0,0,0.0020782947540283203
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.649,0.001,0.343,0.218,0.203,0.218,0.31,3e-06,original,0.01,5,0,0,0,0.0020782947540283203
xgb,lc,0.992,0.991,0.991,0.991,0.017,0.017,0.017,0.017,1.722,0.091,0.373,0.206,0.169,0.211,0.268,8e-06,latent,0.01,5,0,0,0,0.0020782947540283203
rf,lc,0.992,0.991,0.991,0.991,0.017,0.017,0.017,0.017,12.57,0.65,0.38,0.19,0.141,0.2,0.253,1e-05,latent,0.01,5,0,0,0,0.0020782947540283203
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.235,0.005,0.378,0.194,0.148,0.203,0.273,6e-06,latent,0.01,5,0,0,0,0.0020782947540283203
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.237,0.253,0.372,0.197,0.154,0.204,0.268,1.6e-05,latent,0.01,5,0,0,0,0.0020782947540283203
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.178,1.934,0.368,0.208,0.175,0.212,0.264,1.8e-05,latent,0.01,5,0,0,0,0.0020782947540283203
naive_bayes,lc,0.983,0.983,0.983,0.983,0.033,0.035,0.035,0.035,2.964,0.001,0.385,0.18,0.122,0.194,0.377,3e-06,latent,0.01,5,0,0,0,0.0020782947540283203
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.537,0.001,0.356,0.232,0.221,0.232,0.33,7.6e-05,latent,0.01,5,0,0,0,0.0020782947540283203
xgb,craig,0.547,0.544,0.554,0.561,0.087,0.087,0.089,0.092,4.594,0.592,0.512,0.496,0.61,0.578,0.535,3e-06,original,0.01,5,0,0,0,0.002882719039916992
rf,craig,0.414,0.401,0.412,0.424,0.113,0.112,0.117,0.119,8.474,0.488,0.509,0.494,0.608,0.577,0.521,2.3e-05,original,0.01,5,0,0,0,0.002882719039916992
svc,craig,0.5,0.358,0.402,0.559,0.0,0.014,0.038,0.033,4.533,0.003,0.5,0.181,0.08,0.221,0.529,7e-06,original,0.01,5,0,0,0,0.002882719039916992
logreg,craig,0.586,0.566,0.581,0.611,0.081,0.101,0.101,0.082,3.013,0.006,0.563,0.464,0.512,0.478,0.58,0.0,original,0.01,5,0,0,0,0.002882719039916992
mlp,craig,0.499,0.481,0.481,0.494,0.121,0.13,0.136,0.133,5.565,3.161,0.489,0.468,0.573,0.535,0.493,2.1e-05,original,0.01,5,0,0,0,0.002882719039916992
naive_bayes,craig,0.441,0.337,0.319,0.406,0.11,0.107,0.115,0.094,4.158,0.002,0.489,0.485,0.662,0.68,0.544,1e-06,original,0.01,5,0,0,0,0.002882719039916992
knn,craig,0.526,0.514,0.518,0.524,0.122,0.123,0.121,0.117,3.868,0.001,0.512,0.47,0.555,0.514,0.519,4.3e-05,original,0.01,5,0,0,0,0.002882719039916992
